MCU_ID,APPLICATION,RAM_KB,FLASH_KB,UART,I2C,SPI,GPIO,CLOCK_MHZ,ACTIVE_CURRENT_mA,COST_USD,COST_POWER_INDEX,EFFICIENCY_SCORE_0_100,SUITABLE
MCU_1,APP_16,4,1024,6,2,0,95,32,32.779891509289804,4.7420622601563265,0.15121039534846498,86.86509468995072,0
MCU_1,APP_17,4,1024,6,2,0,95,32,32.779891509289804,4.7420622601563265,0.15121039534846498,86.86509468995072,0
MCU_1,APP_18,4,1024,6,2,0,95,32,32.779891509289804,4.7420622601563265,0.15121039534846498,86.86509468995072,0
MCU_1,APP_19,4,1024,6,2,0,95,32,32.779891509289804,4.7420622601563265,0.15121039534846498,86.86509468995072,0
MCU_1,APP_20,4,1024,6,2,0,95,32,32.779891509289804,4.7420622601563265,0.15121039534846498,86.86509468995072,0
MCU_1,APP_21,4,1024,6,2,0,95,32,32.779891509289804,4.7420622601563265,0.15121039534846498,86.86509468995072,0
MCU_1,APP_22,4,1024,6,2,0,95,32,32.779891509289804,4.7420622601563265,0.15121039534846498,86.86509468995072,0
MCU_1,APP_23,4,1024,6,2,0,95,32,32.779891509289804,4.7420622601563265,0.15121039534846498,86.86509468995072,0
MCU_1,APP_24,4,1024,6,2,0,95,32,32.779891509289804,4.7420622601563265,0.15121039534846498,86.86509468995072,0
MCU_1,APP_25,4,1024,6,2,0,95,32,32.779891509289804,4.7420622601563265,0.15121039534846498,86.86509468995072,0
MCU_2,APP_1,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_2,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_3,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_4,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_5,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_6,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_7,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_8,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_9,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_10,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_11,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_12,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_13,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_14,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_15,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_16,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_17,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_18,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_19,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_20,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_21,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_22,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_23,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_24,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_2,APP_25,2,1024,2,0,2,29,8,43.28490354954339,8.947471380263245,0.37747605819395164,72.59654307974897,0
MCU_3,APP_1,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_2,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_3,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_4,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_5,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_6,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_7,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_8,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_9,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_10,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_11,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_12,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_13,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_14,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_15,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_16,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_17,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_18,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_19,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_20,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_21,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_22,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_23,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_24,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_3,APP_25,8,128,3,4,1,109,48,26.55349460357414,7.935585385158211,1.5493935566250028,39.22501480406357,0
MCU_4,APP_1,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_2,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_3,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,1
MCU_4,APP_4,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,1
MCU_4,APP_5,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_6,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_7,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_8,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,1
MCU_4,APP_9,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_10,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_11,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,1
MCU_4,APP_12,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_13,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,1
MCU_4,APP_14,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_15,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_16,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_17,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_18,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_19,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,1
MCU_4,APP_20,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_21,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_22,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_23,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_24,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,0
MCU_4,APP_25,128,64,4,3,4,112,120,19.205255475355468,2.155947757775745,0.2156537889562655,82.2602626738472,1
MCU_5,APP_1,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_2,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_3,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_4,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_5,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_6,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_7,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_8,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_9,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_10,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_11,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_12,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_13,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_14,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_15,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_16,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_17,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_18,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_19,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_20,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_21,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_22,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_23,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_24,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_5,APP_25,2,16,4,4,0,47,120,47.04525413803827,6.160801245719385,16.102025572156176,5.84726058197516,0
MCU_6,APP_1,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_2,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_3,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_4,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_5,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_6,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_7,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_8,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_9,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_10,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_11,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_12,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_13,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_14,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_15,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_16,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_17,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_18,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_19,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_20,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_21,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_22,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_23,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_24,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_6,APP_25,4,512,1,4,3,32,160,10.830550087119592,2.414951632160464,0.050688477926521536,95.17568917986495,0
MCU_7,APP_1,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_2,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_3,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_4,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_5,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_6,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_7,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_8,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_9,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_10,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_11,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_12,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_13,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_14,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_15,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_16,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_17,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_18,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_19,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_20,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_21,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_22,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_23,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_24,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_7,APP_25,8,256,6,2,1,60,160,24.962505656380376,9.12350678526984,0.8626726883837996,53.68629744969731,0
MCU_8,APP_1,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_2,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_3,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_4,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_5,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_6,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_7,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_8,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_9,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_10,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_11,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_12,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_13,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_14,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_15,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_16,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_17,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_18,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_19,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_20,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_21,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_22,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_23,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_24,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_8,APP_25,128,32,5,3,4,80,160,45.30166826497478,13.343118097240914,3.7779094353849336,20.92965581545048,0
MCU_9,APP_1,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_2,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_3,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_4,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_5,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_6,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_7,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_8,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_9,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_10,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_11,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_12,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_13,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_14,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_15,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_16,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_17,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_18,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_19,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_20,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_21,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_22,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_23,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_24,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_9,APP_25,128,16,4,3,1,80,8,27.221972753786567,2.386203865469119,0.4510915042415316,68.91364170191929,0
MCU_10,APP_1,2,32,2,3,1,22,48,3.6560562070966647,2.908189333760682,0.3127206960325899,76.17766696466967,0
MCU_10,APP_2,2,32,2,3,1,22,48,3.6560562070966647,2.908189333760682,0.3127206960325899,76.17766696466967,0
MCU_10,APP_3,2,32,2,3,1,22,48,3.6560562070966647,2.908189333760682,0.3127206960325899,76.17766696466967,0
